nematode,phylum,class,order,family,genera,species,spe.ID,spe.control,replicate,spe.ID.num,spe.control.number,spe.ID.preference,spe.control.preferece,fold.change
Panagrolaimus,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter nicotinovorans,ART8,OP50,1,160,150,0.52,0.48,0.083333333
Panagrolaimus,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter nicotinovorans,ART8,OP50,2,143,140,0.51,0.49,0.040816327
Panagrolaimus,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter nicotinovorans,ART8,OP50,3,93,79,0.54,0.46,0.173913043
Panagrolaimus,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter nicotinovorans,ART8,OP50,4,93,44,0.68,0.32,1.125
Panagrolaimus,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter nicotinovorans,ART8,OP50,5,141,98,0.59,0.41,0.43902439
Panagrolaimus,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter nicotinovorans,ART8,OP50,6,77,52,0.6,0.4,0.5
Panagrolaimus,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter nicotinovorans,ART8,OP50,7,104,83,0.56,0.44,0.272727273
Panagrolaimus,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter nicotinovorans,ART8,OP50,8,145,79,0.65,0.35,0.857142857
Panagrolaimus,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter ureafaciens ,ART9,OP50,1,62,23,0.73,0.27,1.703703704
Panagrolaimus,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter ureafaciens ,ART9,OP50,2,39,13,0.75,0.25,2
Panagrolaimus,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter ureafaciens ,ART9,OP50,3,20,9,0.69,0.31,1.225806452
Panagrolaimus,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter ureafaciens ,ART9,OP50,4,42,20,0.68,0.32,1.125
Panagrolaimus,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter ureafaciens ,ART9,OP50,5,35,18,0.66,0.34,0.941176471
Panagrolaimus,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter ureafaciens ,ART9,OP50,6,14,9,0.61,0.39,0.564102564
Panagrolaimus,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter ureafaciens ,ART9,OP50,7,23,21,0.52,0.48,0.083333333
Panagrolaimus,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter ureafaciens ,ART9,OP50,8,38,14,0.73,0.27,1.703703704
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens ,BAC1,OP50,1,54,52,0.51,0.49,0.040816327
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens ,BAC1,OP50,2,68,65,0.51,0.49,0.040816327
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens ,BAC1,OP50,3,113,139,0.45,0.55,-0.181818182
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens ,BAC1,OP50,4,131,117,0.53,0.47,0.127659574
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens ,BAC1,OP50,5,42,82,0.34,0.66,-0.484848485
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens ,BAC1,OP50,6,86,55,0.61,0.39,0.564102564
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens ,BAC1,OP50,7,77,71,0.52,0.48,0.083333333
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens ,BAC1,OP50,8,62,82,0.43,0.57,-0.245614035
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus aryabhattai ,BAC2,OP50,1,65,24,0.73,0.27,1.703703704
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus aryabhattai ,BAC2,OP50,2,36,36,0.5,0.5,0
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus aryabhattai ,BAC2,OP50,3,14,14,0.5,0.5,0
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus aryabhattai ,BAC2,OP50,4,44,15,0.75,0.25,2
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus aryabhattai ,BAC2,OP50,5,37,30,0.55,0.45,0.222222222
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus aryabhattai ,BAC2,OP50,6,43,23,0.65,0.35,0.857142857
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus aryabhattai ,BAC2,OP50,7,57,29,0.66,0.34,0.941176471
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus aryabhattai ,BAC2,OP50,8,96,22,0.81,0.19,3.263157895
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus koreensis ,BAC3,OP50,1,66,21,0.76,0.24,2.166666667
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus koreensis ,BAC3,OP50,2,53,46,0.54,0.46,0.173913043
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus koreensis ,BAC3,OP50,3,26,14,0.65,0.35,0.857142857
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus koreensis ,BAC3,OP50,4,31,25,0.55,0.45,0.222222222
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus koreensis ,BAC3,OP50,5,35,11,0.76,0.24,2.166666667
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus koreensis ,BAC3,OP50,6,64,11,0.85,0.15,4.666666667
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus koreensis ,BAC3,OP50,7,28,7,0.8,0.2,3
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus koreensis ,BAC3,OP50,8,48,35,0.58,0.42,0.380952381
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,BAC4,OP50,1,93,85,0.52,0.48,0.083333333
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,BAC4,OP50,2,131,77,0.63,0.37,0.702702703
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,BAC4,OP50,3,84,75,0.53,0.47,0.127659574
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,BAC4,OP50,4,107,68,0.61,0.39,0.564102564
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,BAC4,OP50,5,76,74,0.51,0.49,0.040816327
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,BAC4,OP50,6,94,62,0.6,0.4,0.5
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,BAC4,OP50,7,93,110,0.46,0.54,-0.148148148
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,BAC4,OP50,8,139,87,0.62,0.38,0.631578947
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus nealsonii,BAC5,OP50,1,160,227,0.41,0.59,-0.305084746
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus nealsonii,BAC5,OP50,2,134,193,0.41,0.59,-0.305084746
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus nealsonii,BAC5,OP50,3,122,131,0.48,0.52,-0.076923077
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus nealsonii,BAC5,OP50,4,154,113,0.58,0.42,0.380952381
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus nealsonii,BAC5,OP50,5,175,164,0.52,0.48,0.083333333
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus nealsonii,BAC5,OP50,6,150,85,0.64,0.36,0.777777778
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus nealsonii,BAC5,OP50,7,148,84,0.64,0.36,0.777777778
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus nealsonii,BAC5,OP50,8,170,129,0.57,0.43,0.325581395
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus shackletonii ,BAC6,OP50,1,26,16,0.62,0.38,0.631578947
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus shackletonii ,BAC6,OP50,2,28,12,0.7,0.3,1.333333333
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus shackletonii ,BAC6,OP50,3,47,34,0.58,0.42,0.380952381
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus shackletonii ,BAC6,OP50,4,37,25,0.6,0.4,0.5
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus shackletonii ,BAC6,OP50,5,30,33,0.48,0.52,-0.076923077
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus shackletonii ,BAC6,OP50,6,22,11,0.67,0.33,1.03030303
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus shackletonii ,BAC6,OP50,7,13,30,0.3,0.7,-0.571428571
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus shackletonii ,BAC6,OP50,8,87,88,0.5,0.5,0
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,BAC7,OP50,1,22,39,0.36,0.64,-0.4375
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,BAC7,OP50,2,20,45,0.31,0.69,-0.550724638
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,BAC7,OP50,3,22,37,0.37,0.63,-0.412698413
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,BAC7,OP50,4,24,17,0.59,0.41,0.43902439
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,BAC7,OP50,5,32,32,0.5,0.5,0
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,BAC7,OP50,6,28,32,0.47,0.53,-0.113207547
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,BAC7,OP50,7,13,26,0.33,0.67,-0.507462687
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,BAC7,OP50,8,18,22,0.45,0.55,-0.181818182
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus velezensis,BAC8,OP50,1,7,40,0.15,0.85,-0.823529412
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus velezensis,BAC8,OP50,2,7,40,0.15,0.85,-0.823529412
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus velezensis,BAC8,OP50,3,8,30,0.21,0.79,-0.734177215
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus velezensis,BAC8,OP50,4,8,44,0.15,0.85,-0.823529412
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus velezensis,BAC8,OP50,5,2,51,0.04,0.96,-0.958333333
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus velezensis,BAC8,OP50,6,7,43,0.14,0.86,-0.837209302
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus velezensis,BAC8,OP50,7,12,48,0.2,0.8,-0.75
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus velezensis,BAC8,OP50,8,18,68,0.21,0.79,-0.734177215
Panagrolaimus,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella petrii ,BOR1,OP50,1,40,37,0.52,0.48,0.083333333
Panagrolaimus,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella petrii ,BOR1,OP50,2,39,56,0.41,0.59,-0.305084746
Panagrolaimus,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella petrii ,BOR1,OP50,3,76,56,0.58,0.42,0.380952381
Panagrolaimus,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella petrii ,BOR1,OP50,4,83,120,0.41,0.59,-0.305084746
Panagrolaimus,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella petrii ,BOR1,OP50,5,87,79,0.52,0.48,0.083333333
Panagrolaimus,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella petrii ,BOR1,OP50,6,66,141,0.32,0.68,-0.529411765
Panagrolaimus,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella petrii ,BOR1,OP50,7,73,84,0.46,0.54,-0.148148148
Panagrolaimus,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella petrii ,BOR1,OP50,8,67,101,0.4,0.6,-0.333333333
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus parabrevis ,BRE1,OP50,1,68,171,0.28,0.72,-0.611111111
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus parabrevis ,BRE1,OP50,2,56,241,0.19,0.81,-0.765432099
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus parabrevis ,BRE1,OP50,3,3,54,0.05,0.95,-0.947368421
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus parabrevis ,BRE1,OP50,4,3,46,0.06,0.94,-0.936170213
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus parabrevis ,BRE1,OP50,5,31,82,0.27,0.73,-0.630136986
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus parabrevis ,BRE1,OP50,6,41,178,0.19,0.81,-0.765432099
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus parabrevis ,BRE1,OP50,7,6,8,0.43,0.57,-0.245614035
Panagrolaimus,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus parabrevis ,BRE1,OP50,8,4,23,0.15,0.85,-0.823529412
Panagrolaimus,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta ,BRE2,OP50,1,168,150,0.53,0.47,0.127659574
Panagrolaimus,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta ,BRE2,OP50,2,226,117,0.66,0.34,0.941176471
Panagrolaimus,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta ,BRE2,OP50,3,178,130,0.58,0.42,0.380952381
Panagrolaimus,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta ,BRE2,OP50,4,164,129,0.56,0.44,0.272727273
Panagrolaimus,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta ,BRE2,OP50,5,167,111,0.6,0.4,0.5
Panagrolaimus,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta ,BRE2,OP50,6,192,104,0.65,0.35,0.857142857
Panagrolaimus,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta ,BRE2,OP50,7,171,104,0.62,0.38,0.631578947
Panagrolaimus,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta ,BRE2,OP50,8,167,127,0.57,0.43,0.325581395
Panagrolaimus,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia ,BUR1,OP50,1,37,39,0.49,0.51,-0.039215686
Panagrolaimus,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia ,BUR1,OP50,2,15,26,0.37,0.63,-0.412698413
Panagrolaimus,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia ,BUR1,OP50,3,18,34,0.35,0.65,-0.461538462
Panagrolaimus,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia ,BUR1,OP50,4,13,34,0.28,0.72,-0.611111111
Panagrolaimus,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia ,BUR1,OP50,5,37,38,0.49,0.51,-0.039215686
Panagrolaimus,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia ,BUR1,OP50,6,25,27,0.48,0.52,-0.076923077
Panagrolaimus,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia ,BUR1,OP50,7,24,41,0.37,0.63,-0.412698413
Panagrolaimus,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia ,BUR1,OP50,8,31,42,0.42,0.58,-0.275862069
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium arthrosphaerae ,CHR1,OP50,1,74,55,0.57,0.43,0.325581395
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium arthrosphaerae ,CHR1,OP50,2,26,57,0.31,0.69,-0.550724638
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium arthrosphaerae ,CHR1,OP50,3,68,69,0.5,0.5,0
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium arthrosphaerae ,CHR1,OP50,4,50,84,0.37,0.63,-0.412698413
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium arthrosphaerae ,CHR1,OP50,5,30,30,0.5,0.5,0
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium arthrosphaerae ,CHR1,OP50,6,20,56,0.26,0.74,-0.648648649
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium arthrosphaerae ,CHR1,OP50,7,56,58,0.49,0.51,-0.039215686
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium arthrosphaerae ,CHR1,OP50,8,37,57,0.39,0.61,-0.360655738
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium cucumeris,CHR2,OP50,1,56,28,0.67,0.33,1.03030303
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium cucumeris,CHR2,OP50,2,34,40,0.46,0.54,-0.148148148
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium cucumeris,CHR2,OP50,3,17,13,0.57,0.43,0.325581395
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium cucumeris,CHR2,OP50,4,20,24,0.45,0.55,-0.181818182
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium cucumeris,CHR2,OP50,5,29,17,0.63,0.37,0.702702703
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium cucumeris,CHR2,OP50,6,31,31,0.5,0.5,0
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium cucumeris,CHR2,OP50,7,28,15,0.65,0.35,0.857142857
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium cucumeris,CHR2,OP50,8,26,18,0.59,0.41,0.43902439
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium daecheongense,CHR3,OP50,1,67,163,0.29,0.71,-0.591549296
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium daecheongense,CHR3,OP50,2,92,56,0.62,0.38,0.631578947
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium daecheongense,CHR3,OP50,3,159,184,0.46,0.54,-0.148148148
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium daecheongense,CHR3,OP50,4,131,145,0.47,0.53,-0.113207547
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium daecheongense,CHR3,OP50,5,128,185,0.41,0.59,-0.305084746
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium daecheongense,CHR3,OP50,6,186,144,0.56,0.44,0.272727273
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium daecheongense,CHR3,OP50,7,160,149,0.52,0.48,0.083333333
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium daecheongense,CHR3,OP50,8,105,105,0.5,0.5,0
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium geocarposphaerae ,CHR4,OP50,1,72,22,0.77,0.23,2.347826087
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium geocarposphaerae ,CHR4,OP50,2,35,18,0.66,0.34,0.941176471
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium geocarposphaerae ,CHR4,OP50,3,26,15,0.63,0.37,0.702702703
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium geocarposphaerae ,CHR4,OP50,4,25,17,0.6,0.4,0.5
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium geocarposphaerae ,CHR4,OP50,5,35,23,0.6,0.4,0.5
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium geocarposphaerae ,CHR4,OP50,6,27,12,0.69,0.31,1.225806452
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium geocarposphaerae ,CHR4,OP50,7,27,17,0.61,0.39,0.564102564
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium geocarposphaerae ,CHR4,OP50,8,30,17,0.64,0.36,0.777777778
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sediminis,CHR5,OP50,1,156,105,0.6,0.4,0.5
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sediminis,CHR5,OP50,2,167,115,0.59,0.41,0.43902439
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sediminis,CHR5,OP50,3,114,111,0.51,0.49,0.040816327
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sediminis,CHR5,OP50,4,98,105,0.48,0.52,-0.076923077
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sediminis,CHR5,OP50,5,143,114,0.56,0.44,0.272727273
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sediminis,CHR5,OP50,6,169,169,0.5,0.5,0
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sediminis,CHR5,OP50,7,169,119,0.59,0.41,0.43902439
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sediminis,CHR5,OP50,8,188,169,0.53,0.47,0.127659574
Panagrolaimus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacteriumrhizoplanae,CHR6,OP50,1,121,87,0.58,0.42,0.380952381
